0,1,2
0.05154775455594063,-0.03516809642314911,0.5203661322593689
0.05251126363873482,-0.03516809642314911,0.5203661322593689
0.05347477272152901,-0.03516809642314911,0.5203661322593689
0.054438281804323196,-0.03516809642314911,0.5203661322593689
0.055401794612407684,-0.03516809642314911,0.5203661322593689
0.05645031854510307,-0.03522113710641861,0.5211510062217712
0.05741528049111366,-0.03522113710641861,0.5211510062217712
0.058446358889341354,-0.03526102751493454,0.5217412114143372
0.05943484976887703,-0.03527434170246124,0.5219382047653198
0.060401272028684616,-0.03527434170246124,0.5219382047653198
0.061367690563201904,-0.03527434170246124,0.5219382047653198
0.06231058016419411,-0.03526102751493454,0.5217412114143372
0.0652826800942421,-0.035301003605127335,0.5223327279090881
0.06622480601072311,-0.03528766706585884,0.5221353769302368
0.04769371822476387,-0.03420458361506462,0.5203661322593689
0.04863891378045082,-0.034191712737083435,0.520170271396637
0.04960206151008606,-0.034191712737083435,0.520170271396637
0.0505652092397213,-0.034191712737083435,0.520170271396637
0.05152835324406624,-0.034191712737083435,0.520170271396637
0.05251126363873482,-0.03420458361506462,0.5203661322593689
0.05349491536617279,-0.034217469394207,0.5205621123313904
0.05447930842638016,-0.03423036262392998,0.5207582712173462
0.055485356599092484,-0.03425617516040802,0.5211510062217712
0.05645031854510307,-0.03425617516040802,0.5211510062217712
0.05745861306786537,-0.034282028675079346,0.5215442776679993
0.05846843123435974,-0.034307923167943954,0.5219382047653198
0.05945730581879616,-0.0343208834528923,0.5221353769302368
0.06044692546129227,-0.03433385491371155,0.5223327279090881
0.06141407787799835,-0.03433385491371155,0.5223327279090881
0.06235766038298607,-0.0343208834528923,0.5221353769302368
0.0633244439959526,-0.0343208834528923,0.5221353769302368
0.06431552767753601,-0.03433385491371155,0.5223327279090881
0.0653073638677597,-0.03434683382511139,0.522530198097229
0.06624983251094818,-0.03433385491371155,0.5223327279090881
0.06818412989377975,-0.03433385491371155,0.5223327279090881
0.0690990537405014,-0.034307923167943954,0.5219382047653198
0.07003902643918991,-0.0342949703335762,0.5217412114143372
0.042957037687301636,-0.033303771167993546,0.5213475823402405
0.04390580207109451,-0.03329121321439743,0.5211510062217712
0.044820062816143036,-0.03325359523296356,0.5205621123313904
0.04576670005917549,-0.03324107453227043,0.5203661322593689
0.04673020914196968,-0.03324107453227043,0.5203661322593689
0.04769371822476387,-0.03324107453227043,0.5203661322593689
0.04865722730755806,-0.03324107453227043,0.5203661322593689
0.04962073639035225,-0.03324107453227043,0.5203661322593689
0.05058424547314644,-0.03324107453227043,0.5203661322593689
0.05156717076897621,-0.03325359523296356,0.5205621123313904
0.05255083739757538,-0.03326612710952759,0.5207582712173462
0.053555428981781006,-0.03329121321439743,0.5211510062217712
0.054561540484428406,-0.033316340297460556,0.5215442776679993
0.05556916818022728,-0.03334150090813637,0.5219382047653198
0.05657832324504852,-0.03336670249700546,0.5223327279090881
0.057567231357097626,-0.03337932005524635,0.522530198097229
0.05855688452720642,-0.03339194133877754,0.5227278470993042
0.0595698282122612,-0.033417221158742905,0.523123562335968
0.06051553785800934,-0.033404577523469925,0.522925615310669
0.06148378551006317,-0.033404577523469925,0.522925615310669
0.062428414821624756,-0.03339194133877754,0.5227278470993042
0.06339629739522934,-0.03339194133877754,0.5227278470993042
0.06436417996883392,-0.03339194133877754,0.5227278470993042
0.06533206254243851,-0.03339194133877754,0.5227278470993042
0.06627488136291504,-0.03337932005524635,0.522530198097229
0.06724239140748978,-0.03337932005524635,0.522530198097229
0.06818412989377975,-0.03336670249700546,0.5223327279090881
0.06912516057491302,-0.03335409611463547,0.5221353769302368
0.07202551513910294,-0.03335409611463547,0.5221353769302368
0.042007558047771454,-0.03235064819455147,0.5215442776679993
0.04294084012508392,-0.03232625126838684,0.5211510062217712
0.04387271776795387,-0.0323018915951252,0.5207582712173462
0.044820062816143036,-0.03228972479701042,0.5205621123313904
0.045783936977386475,-0.03228972479701042,0.5205621123313904
0.04676542431116104,-0.0323018915951252,0.5207582712173462
0.0477476492524147,-0.03231406584382057,0.5209545493125916
0.04871224984526634,-0.03231406584382057,0.5209545493125916
0.04967684671282768,-0.03231406584382057,0.5209545493125916
0.05064144730567932,-0.03231406584382057,0.5209545493125916
0.05160604417324066,-0.03231406584382057,0.5209545493125916
0.05263015627861023,-0.03235064819455147,0.5215442776679993
